osmid,y,x,street_count,highway,geometry
218245323,48.2149613,16.3493913,3,crossing,POINT (16.3493913 48.2149613)
218288749,48.2159814,16.3254745,4,,POINT (16.3254745 48.2159814)
221890042,48.2122618,16.3318081,3,,POINT (16.3318081 48.2122618)
237990820,48.21204,16.3426452,4,,POINT (16.3426452 48.21204)
237990827,48.2124088,16.3423787,4,,POINT (16.3423787 48.2124088)
237990835,48.2120632,16.3420307,4,,POINT (16.3420307 48.2120632)
237990840,48.2116714,16.3423068,4,,POINT (16.3423068 48.2116714)
245495072,48.2109801,16.3227423,3,,POINT (16.3227423 48.2109801)
245498397,48.2176864,16.3388396,3,,POINT (16.3388396 48.2176864)
245498398,48.2190394,16.3393624,4,,POINT (16.3393624 48.2190394)
245498401,48.2196601,16.339645,3,,POINT (16.339645 48.2196601)
247630175,48.2182429,16.3301389,3,,POINT (16.3301389 48.2182429)
248526742,48.2153353,16.3265865,4,,POINT (16.3265865 48.2153353)
248526743,48.21428,16.3265398,4,,POINT (16.3265398 48.21428)
249607807,48.2157113,16.3447897,3,,POINT (16.3447897 48.2157113)
251207322,48.2231935,16.3518322,4,,POINT (16.3518322 48.2231935)
251207323,48.2236336,16.3511414,3,,POINT (16.3511414 48.2236336)
251207325,48.2244794,16.3498517,3,,POINT (16.3498517 48.2244794)
251207329,48.2254393,16.347338,3,,POINT (16.347338 48.2254393)
251523470,48.227454,16.3389088,3,,POINT (16.3389088 48.227454)
254353386,48.2153059,16.3253168,4,,POINT (16.3253168 48.2153059)
256759891,48.2194575,16.3266206,4,,POINT (16.3266206 48.2194575)
256759894,48.2187357,16.3282273,4,,POINT (16.3282273 48.2187357)
256759895,48.2186105,16.3284484,4,,POINT (16.3284484 48.2186105)
258358061,48.2086624,16.3381825,4,,POINT (16.3381825 48.2086624)
258358062,48.2086611,16.3379207,3,,POINT (16.3379207 48.2086611)
260428787,48.2260427,16.3497353,3,,POINT (16.3497353 48.2260427)
264054981,48.2139552,16.3300755,4,,POINT (16.3300755 48.2139552)
264054982,48.2129577,16.3299546,3,,POINT (16.3299546 48.2129577)
264054984,48.2120112,16.3298096,4,,POINT (16.3298096 48.2120112)
264055200,48.2129091,16.3307066,3,,POINT (16.3307066 48.2129091)
264055449,48.2148369,16.3331987,3,,POINT (16.3331987 48.2148369)
264055534,48.2163472,16.3345693,4,,POINT (16.3345693 48.2163472)
264055535,48.2174258,16.3349268,4,traffic_signals,POINT (16.3349268 48.2174258)
264055536,48.2178882,16.3353567,4,traffic_signals,POINT (16.3353567 48.2178882)
264055537,48.2191453,16.3358173,4,,POINT (16.3358173 48.2191453)
264055538,48.2197941,16.336055,4,,POINT (16.336055 48.2197941)
264055539,48.2203592,16.336262,4,,POINT (16.336262 48.2203592)
264055540,48.2207485,16.3366029,3,,POINT (16.3366029 48.2207485)
264056023,48.2149416,16.3317362,4,,POINT (16.3317362 48.2149416)
264056161,48.214559,16.3344467,4,,POINT (16.3344467 48.214559)
264056211,48.2136039,16.3334519,3,,POINT (16.3334519 48.2136039)
264056213,48.2138943,16.3357535,2,,POINT (16.3357535 48.2138943)
264056404,48.2137669,16.3290349,4,traffic_signals,POINT (16.3290349 48.2137669)
264056406,48.2140971,16.3308366,3,,POINT (16.3308366 48.2140971)
264056409,48.214409,16.3332021,4,,POINT (16.3332021 48.214409)
264056411,48.2146985,16.3355502,3,,POINT (16.3355502 48.2146985)
264056412,48.2147278,16.3358084,3,,POINT (16.3358084 48.2147278)
264060498,48.2142205,16.3316128,4,,POINT (16.3316128 48.2142205)
264060523,48.2164362,16.3333852,3,,POINT (16.3333852 48.2164362)
264061926,48.2187331,16.3378102,3,,POINT (16.3378102 48.2187331)
271016303,48.2284854,16.3349822,3,crossing,POINT (16.3349822 48.2284854)
283324403,48.2219556,16.3436212,3,,POINT (16.3436212 48.2219556)
283324405,48.2221284,16.3426438,4,,POINT (16.3426438 48.2221284)
283324407,48.222715,16.3400219,4,,POINT (16.3400219 48.222715)
283324413,48.2249845,16.3344762,4,traffic_signals,POINT (16.3344762 48.2249845)
287914700,48.2287889,16.3351046,4,,POINT (16.3351046 48.2287889)
291948941,48.2125007,16.3298846,4,,POINT (16.3298846 48.2125007)
292352740,48.2151052,16.3385914,4,,POINT (16.3385914 48.2151052)
292365649,48.2234242,16.3330875,4,,POINT (16.3330875 48.2234242)
293267450,48.2105274,16.3391479,3,,POINT (16.3391479 48.2105274)
293268166,48.2106796,16.3394577,3,,POINT (16.3394577 48.2106796)
298851846,48.2108291,16.3237391,3,,POINT (16.3237391 48.2108291)
304116126,48.2192798,16.3351935,3,,POINT (16.3351935 48.2192798)
314318424,48.2106039,16.3440363,4,traffic_signals,POINT (16.3440363 48.2106039)
315986844,48.207982,16.3414028,3,,POINT (16.3414028 48.207982)
320172926,48.212387,16.3251925,3,,POINT (16.3251925 48.212387)
320192043,48.2215171,16.3348182,3,,POINT (16.3348182 48.2215171)
358517297,48.2219968,16.3435101,3,,POINT (16.3435101 48.2219968)
359131237,48.2185037,16.3510422,3,,POINT (16.3510422 48.2185037)
372619794,48.2151822,16.3405086,4,,POINT (16.3405086 48.2151822)
915829192,48.2190074,16.3518535,4,,POINT (16.3518535 48.2190074)
980744161,48.2184278,16.3514411,3,,POINT (16.3514411 48.2184278)
1114010120,48.2119157,16.344126,3,,POINT (16.344126 48.2119157)
1114680094,48.212524,16.3454011,4,,POINT (16.3454011 48.212524)
1114680102,48.2122944,16.3453111,3,,POINT (16.3453111 48.2122944)
1119870220,48.2258025,16.3481838,3,,POINT (16.3481838 48.2258025)
1370935901,48.2219418,16.3531888,3,,POINT (16.3531888 48.2219418)
1371563074,48.2251903,16.3488332,2,traffic_signals,POINT (16.3488332 48.2251903)
1371563077,48.2251617,16.3490743,4,,POINT (16.3490743 48.2251617)
1381612043,48.2228436,16.3534481,3,,POINT (16.3534481 48.2228436)
1381612046,48.2233337,16.3538267,3,,POINT (16.3538267 48.2233337)
1381612048,48.2237689,16.3538229,3,,POINT (16.3538229 48.2237689)
1381612052,48.2244517,16.354067,4,,POINT (16.354067 48.2244517)
1381660570,48.2244642,16.3542055,4,,POINT (16.3542055 48.2244642)
1381660589,48.2247147,16.3542849,3,,POINT (16.3542849 48.2247147)
1629378075,48.2245257,16.3496756,4,,POINT (16.3496756 48.2245257)
1630416833,48.2181482,16.332379,4,,POINT (16.332379 48.2181482)
1630416845,48.2182226,16.3312037,3,traffic_signals,POINT (16.3312037 48.2182226)
1850015446,48.2280317,16.3364564,3,,POINT (16.3364564 48.2280317)
1850015448,48.2279586,16.3367997,3,,POINT (16.3367997 48.2279586)
1978980958,48.2125026,16.3251628,3,,POINT (16.3251628 48.2125026)
1991433240,48.2095635,16.3320306,3,,POINT (16.3320306 48.2095635)
2216530090,48.2188743,16.3275585,4,,POINT (16.3275585 48.2188743)
2222890667,48.2095191,16.3398812,4,,POINT (16.3398812 48.2095191)
2250807664,48.2104394,16.3447872,3,,POINT (16.3447872 48.2104394)
2285936782,48.213317,16.3245633,3,,POINT (16.3245633 48.213317)
2285939391,48.2131797,16.3255232,4,traffic_signals,POINT (16.3255232 48.2131797)
2335589799,48.2168998,16.3437354,4,,POINT (16.3437354 48.2168998)
2335589805,48.2169048,16.3440562,3,,POINT (16.3440562 48.2169048)
2335589812,48.2169545,16.343154,4,,POINT (16.343154 48.2169545)
2335589819,48.2171123,16.3423632,3,,POINT (16.3423632 48.2171123)
2374663294,48.2130743,16.3253849,4,traffic_signals,POINT (16.3253849 48.2130743)
2382977342,48.2220814,16.3530766,3,,POINT (16.3530766 48.2220814)
2383629166,48.2130518,16.3255717,3,traffic_signals,POINT (16.3255717 48.2130518)
2383639011,48.2128346,16.3265736,3,,POINT (16.3265736 48.2128346)
2383639020,48.2121834,16.3262994,3,,POINT (16.3262994 48.2121834)
2383639040,48.2131649,16.325787,3,crossing,POINT (16.325787 48.2131649)
2385553146,48.2099883,16.3401273,3,,POINT (16.3401273 48.2099883)
2397500104,48.2249245,16.3546402,4,,POINT (16.3546402 48.2249245)
2397522177,48.2247427,16.3544745,4,,POINT (16.3544745 48.2247427)
2423397431,48.2085666,16.338893,4,,POINT (16.338893 48.2085666)
2423479559,48.2263246,16.3443157,3,,POINT (16.3443157 48.2263246)
2424032524,48.2150156,16.3380453,3,,POINT (16.3380453 48.2150156)
2451285012,48.2284357,16.336408,3,,POINT (16.336408 48.2284357)
2451408746,48.2160559,16.3437709,3,,POINT (16.3437709 48.2160559)
2455074396,48.2151708,16.3427655,4,,POINT (16.3427655 48.2151708)
2455074398,48.2151315,16.3413063,4,,POINT (16.3413063 48.2151315)
2455074401,48.2152024,16.3437811,4,,POINT (16.3437811 48.2152024)
2455074405,48.2151473,16.3419124,3,,POINT (16.3419124 48.2151473)
2455074406,48.2152227,16.3413557,4,,POINT (16.3413557 48.2152227)
2455074424,48.2152538,16.3427727,4,,POINT (16.3427727 48.2152538)
2455074427,48.2152805,16.343759,3,,POINT (16.343759 48.2152805)
2457060660,48.2150586,16.3495221,3,,POINT (16.3495221 48.2150586)
2457060663,48.2152931,16.3480464,4,,POINT (16.3480464 48.2152931)
2457060680,48.2152117,16.347909,3,,POINT (16.347909 48.2152117)
2457966717,48.2150283,16.3510541,4,,POINT (16.3510541 48.2150283)
2457966745,48.2149257,16.3509955,5,,POINT (16.3509955 48.2149257)
2460734402,48.2222791,16.3534004,4,,POINT (16.3534004 48.2222791)
2487786197,48.2108117,16.3422031,4,,POINT (16.3422031 48.2108117)
2487955438,48.2110004,16.3404555,4,,POINT (16.3404555 48.2110004)
2507395450,48.2215028,16.3528206,4,,POINT (16.3528206 48.2215028)
2507395454,48.2209994,16.3525928,4,,POINT (16.3525928 48.2209994)
2507395459,48.2204801,16.352355,4,,POINT (16.352355 48.2204801)
2507416947,48.215815,16.3511727,3,,POINT (16.3511727 48.215815)
2507416950,48.2171568,16.3513717,3,,POINT (16.3513717 48.2171568)
2507416961,48.2178959,16.3514857,3,,POINT (16.3514857 48.2178959)
2509699390,48.2150354,16.350947,4,,POINT (16.350947 48.2150354)
2521182222,48.222307,16.3532022,5,,POINT (16.3532022 48.222307)
2605251576,48.2150512,16.338588,4,,POINT (16.338588 48.2150512)
2605251628,48.2150877,16.3404639,4,,POINT (16.3404639 48.2150877)
3310442552,48.2084566,16.3391389,3,,POINT (16.3391389 48.2084566)
3312560802,48.2184919,16.3421405,4,,POINT (16.3421405 48.2184919)
3337813458,48.2280864,16.3362963,3,,POINT (16.3362963 48.2280864)
3704365810,48.2120314,16.3479476,3,,POINT (16.3479476 48.2120314)
3704365811,48.2121523,16.3469506,3,,POINT (16.3469506 48.2121523)
3704365814,48.2124258,16.3455451,3,crossing,POINT (16.3455451 48.2124258)
3710788341,48.2108979,16.3442741,3,,POINT (16.3442741 48.2108979)
3956260281,48.2228454,16.336713,4,,POINT (16.336713 48.2228454)
3963787755,48.2241004,16.3504229,3,,POINT (16.3504229 48.2241004)
4329720415,48.2131324,16.3461723,3,,POINT (16.3461723 48.2131324)
4329720417,48.2132459,16.3460729,3,,POINT (16.3460729 48.2132459)
5299594900,48.2150121,16.3308019,2,,POINT (16.3308019 48.2150121)
5316966252,48.228264,16.3367315,3,,POINT (16.3367315 48.228264)
5316966255,48.2282721,16.3370252,3,,POINT (16.3370252 48.2282721)
5322689627,48.228294,16.3353047,3,,POINT (16.3353047 48.228294)
6590910053,48.2190498,16.3275274,3,,POINT (16.3275274 48.2190498)
7490239743,48.2122484,16.3262207,3,,POINT (16.3262207 48.2122484)
7800238148,48.2124478,16.3281527,3,,POINT (16.3281527 48.2124478)
8074083217,48.2132976,16.3265162,4,,POINT (16.3265162 48.2132976)
8074115528,48.2130513,16.3264962,3,,POINT (16.3264962 48.2130513)
8074115529,48.2132198,16.3260877,3,,POINT (16.3260877 48.2132198)
